order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
0.0,07-03-2022,Aalopuri,Fastfood,0.0,0.8571428571428571,0.2727272727272727,,Mr.,Night
0.001001001001001001,8/23/2022,Vadapav,Fastfood,0.0,1.0,0.3181818181818182,Cash,Mr.,Afternoon
0.002002002002002002,11/20/2022,Vadapav,Fastfood,0.0,0.0,0.0,Cash,Mr.,Afternoon
0.003003003003003003,02-03-2023,Sugarcane juice,Beverages,0.125,0.3571428571428571,0.1477272727272727,Online,Mr.,Night
0.004004004004004004,10-02-2022,Sugarcane juice,Beverages,0.125,0.5,0.20454545454545453,Online,Mr.,Evening
0.005005005005005005,11/14/2022,Vadapav,Fastfood,0.0,0.6428571428571428,0.20454545454545453,Cash,Mr.,Evening
0.006006006006006006,05-03-2022,Sugarcane juice,Beverages,0.125,0.5714285714285714,0.23295454545454544,Cash,Mr.,Evening
0.007007007007007007,12/22/2022,Panipuri,Fastfood,0.0,0.9285714285714286,0.29545454545454547,Online,Mr.,Night
0.008008008008008008,06-10-2022,Panipuri,Fastfood,0.0,0.0,0.0,Cash,Mrs.,Morning
0.009009009009009009,9/16/2022,Panipuri,Fastfood,0.0,0.2857142857142857,0.09090909090909091,Online,Mr.,Afternoon
0.01001001001001001,12-01-2022,Frankie,Fastfood,0.75,0.5,0.4318181818181818,Online,Mrs.,Afternoon
0.011011011011011011,07-12-2022,Vadapav,Fastfood,0.0,0.5,0.1590909090909091,Online,Mrs.,Night
0.012012012012012012,12/22/2022,Panipuri,Fastfood,0.0,0.5714285714285714,0.1818181818181818,Online,Mrs.,Afternoon
0.013013013013013013,11/25/2022,Frankie,Fastfood,0.75,0.21428571428571427,0.20454545454545453,Online,Mr.,Morning
0.014014014014014014,02-03-2023,Aalopuri,Fastfood,0.0,0.14285714285714285,0.04545454545454545,Cash,Mrs.,Evening
0.015015015015015015,4/14/2022,Sandwich,Fastfood,1.0,0.7142857142857143,0.7272727272727273,,Mrs.,Midnight
0.016016016016016016,10/16/2022,Panipuri,Fastfood,0.0,0.7142857142857143,0.22727272727272727,Cash,Mrs.,Morning
0.017017017017017015,11-05-2022,Panipuri,Fastfood,0.0,0.6428571428571428,0.20454545454545453,Cash,Mrs.,Night
0.01801801801801802,8/22/2022,Panipuri,Fastfood,0.0,0.7142857142857143,0.22727272727272727,Cash,Mrs.,Night
0.01901901901901902,9/15/2022,Cold coffee,Beverages,0.5,0.6428571428571428,0.4318181818181818,Online,Mr.,Night
0.02002002002002002,12/21/2022,Cold coffee,Beverages,0.5,1.0,0.6590909090909091,Cash,Mr.,Evening
0.02102102102102102,10-04-2022,Sugarcane juice,Beverages,0.125,0.7857142857142857,0.3181818181818182,Online,Mr.,Evening
0.022022022022022025,5/26/2022,Sandwich,Fastfood,1.0,0.14285714285714285,0.1818181818181818,Online,Mr.,Midnight
0.023023023023023025,02-11-2023,Sugarcane juice,Beverages,0.125,0.6428571428571428,0.26136363636363635,Online,Mr.,Afternoon
0.024024024024024024,8/31/2022,Sandwich,Fastfood,1.0,0.0,0.04545454545454545,Online,Mrs.,Evening
0.025025025025025023,8/18/2022,Sugarcane juice,Beverages,0.125,0.21428571428571427,0.09090909090909091,Cash,Mr.,Afternoon
0.02602602602602603,10-12-2022,Cold coffee,Beverages,0.5,0.7142857142857143,0.4772727272727273,Online,Mrs.,Afternoon
0.02702702702702703,01-06-2023,Cold coffee,Beverages,0.5,0.6428571428571428,0.4318181818181818,Online,Mrs.,Afternoon
0.028028028028028028,02-10-2023,Sugarcane juice,Beverages,0.125,0.5714285714285714,0.23295454545454544,Online,Mr.,Afternoon
0.029029029029029027,1/28/2023,Frankie,Fastfood,0.75,0.07142857142857142,0.09090909090909091,Cash,Mrs.,Night
0.030030030030030033,9/14/2022,Cold coffee,Beverages,0.5,0.8571428571428571,0.5681818181818181,Online,Mrs.,Evening
0.031031031031031032,05-06-2022,Aalopuri,Fastfood,0.0,0.21428571428571427,0.06818181818181818,,Mr.,Morning
0.03203203203203203,02-05-2023,Aalopuri,Fastfood,0.0,0.8571428571428571,0.2727272727272727,Online,Mr.,Night
0.03303303303303303,02-04-2023,Frankie,Fastfood,0.75,0.7857142857142857,0.6590909090909091,Online,Mrs.,Evening
0.03403403403403404,5/22/2022,Vadapav,Fastfood,0.0,0.5,0.1590909090909091,Cash,Mr.,Morning
0.035035035035035036,07-02-2022,Cold coffee,Beverages,0.5,0.6428571428571428,0.4318181818181818,Online,Mr.,Afternoon
0.036036036036036036,01-05-2023,Frankie,Fastfood,0.75,0.6428571428571428,0.5454545454545454,Cash,Mr.,Night
0.03703703703703704,03-08-2023,Panipuri,Fastfood,0.0,0.7857142857142857,0.24999999999999997,Online,Mrs.,Night
0.03803803803803804,5/14/2022,Vadapav,Fastfood,0.0,0.07142857142857142,0.022727272727272728,Online,Mr.,Evening
0.03903903903903904,02-05-2023,Sandwich,Fastfood,1.0,0.2857142857142857,0.3181818181818182,Online,Mrs.,Night
0.04004004004004004,11/13/2022,Cold coffee,Beverages,0.5,0.7142857142857143,0.4772727272727273,,Mr.,Afternoon
0.04104104104104104,05-09-2022,Aalopuri,Fastfood,0.0,0.5,0.1590909090909091,Online,Mrs.,Night
0.042042042042042045,5/26/2022,Vadapav,Fastfood,0.0,0.0,0.0,Cash,Mr.,Night
0.043043043043043044,8/28/2022,Cold coffee,Beverages,0.5,0.7857142857142857,0.5227272727272727,Cash,Mr.,Evening
0.044044044044044044,8/15/2022,Sugarcane juice,Beverages,0.125,0.3571428571428571,0.1477272727272727,Cash,Mrs.,Afternoon
0.04504504504504505,05-07-2022,Vadapav,Fastfood,0.0,0.4285714285714286,0.13636363636363635,Cash,Mr.,Evening
0.04604604604604605,07-10-2022,Sandwich,Fastfood,1.0,0.4285714285714286,0.45454545454545453,,Mr.,Morning
0.04704704704704705,2/23/2023,Sandwich,Fastfood,1.0,0.9285714285714286,0.9318181818181818,Online,Mr.,Afternoon
0.04804804804804805,11-06-2022,Frankie,Fastfood,0.75,0.21428571428571427,0.20454545454545453,Online,Mrs.,Morning
0.04904904904904905,11-02-2022,Vadapav,Fastfood,0.0,0.5,0.1590909090909091,Cash,Mrs.,Midnight
0.05005005005005005,5/16/2022,Frankie,Fastfood,0.75,1.0,0.8295454545454545,Online,Mrs.,Morning
0.05105105105105105,3/16/2023,Sugarcane juice,Beverages,0.125,0.7857142857142857,0.3181818181818182,Cash,Mrs.,Midnight
0.05205205205205205,7/26/2022,Aalopuri,Fastfood,0.0,0.8571428571428571,0.2727272727272727,Cash,Mr.,Afternoon
0.05305305305305306,12/28/2022,Panipuri,Fastfood,0.0,0.9285714285714286,0.29545454545454547,Online,Mrs.,Morning
0.05405405405405406,05-07-2022,Sandwich,Fastfood,1.0,0.6428571428571428,0.6590909090909091,Cash,Mr.,Night
0.055055055055055056,11/23/2022,Panipuri,Fastfood,0.0,0.7142857142857143,0.22727272727272727,Cash,Mrs.,Midnight
0.056056056056056056,08-04-2022,Panipuri,Fastfood,0.0,0.9285714285714286,0.29545454545454547,Online,Mrs.,Morning
0.057057057057057055,02-03-2023,Vadapav,Fastfood,0.0,0.3571428571428571,0.11363636363636362,Online,Mrs.,Morning
0.05805805805805806,07-01-2022,Vadapav,Fastfood,0.0,0.2857142857142857,0.09090909090909091,Cash,Mr.,Morning
0.05905905905905906,06-11-2022,Cold coffee,Beverages,0.5,0.07142857142857142,0.06818181818181818,Online,Mr.,Night
0.06006006006006006,12/25/2022,Vadapav,Fastfood,0.0,0.9285714285714286,0.29545454545454547,Cash,Mrs.,Afternoon
0.061061061061061066,10/17/2022,Sugarcane juice,Beverages,0.125,0.14285714285714285,0.06249999999999999,Cash,Mr.,Afternoon
0.06206206206206206,12-01-2022,Sandwich,Fastfood,1.0,0.4285714285714286,0.45454545454545453,Online,Mrs.,Morning
0.06306306306306306,12-09-2022,Cold coffee,Beverages,0.5,0.0,0.022727272727272728,Cash,Mr.,Morning
0.06406406406406406,7/25/2022,Aalopuri,Fastfood,0.0,0.21428571428571427,0.06818181818181818,Cash,Mr.,Morning
0.06506506506506506,04-05-2022,Frankie,Fastfood,0.75,0.07142857142857142,0.09090909090909091,Cash,Mrs.,Morning
0.06606606606606606,5/15/2022,Aalopuri,Fastfood,0.0,0.5714285714285714,0.1818181818181818,Cash,Mr.,Midnight
0.06706706706706705,12/17/2022,Cold coffee,Beverages,0.5,0.07142857142857142,0.06818181818181818,,Mr.,Night
0.06806806806806806,01-10-2023,Vadapav,Fastfood,0.0,0.4285714285714286,0.13636363636363635,Cash,Mr.,Midnight
0.06906906906906907,05-09-2022,Cold coffee,Beverages,0.5,0.9285714285714286,0.6136363636363636,,Mrs.,Morning
0.07007007007007006,12-05-2022,Cold coffee,Beverages,0.5,0.3571428571428571,0.24999999999999997,Online,Mr.,Night
0.07107107107107107,03-09-2023,Frankie,Fastfood,0.75,0.8571428571428571,0.7159090909090909,Online,Mr.,Afternoon
